Cluster,Trees,Distance,Turning,Elevation
1,60,2017.2047262714796,45.587615082304985,0.14118787210439443
2,75,2173.578115402437,54.065608128306366,0.3301844923020134
3,65,2279.60525091178,43.98233437594713,0.18142349883983755
4,68,1953.1187377169836,55.133380980229,0.30586750577596966
5,67,1642.6718107843865,67.01598792070305,0.3183794485966729
6,63,1947.5893387851822,57.4586071437396,0.2173410232945674
7,61,1653.1123410458374,60.9644404105596,0.27430510146558973
8,72,2305.4403785470386,47.82700967928333,0.305723985004148
9,62,1576.6701976535624,54.92450311412494,0.27935568760782026
10,60,1657.552826255261,52.149125420155684,0.4002570355583046
11,69,1731.228755263419,54.68471552520932,0.8365983174014033
12,59,1745.9150161801251,46.26661191356653,0.8240041029543956
13,79,2224.543252071026,61.16144403213891,0.3383148839127479
14,64,2104.6472636919766,34.25595397515219,0.21570915303372828
15,67,1934.0187334768846,70.91351863114093,0.279382477449051
16,67,1582.233953545315,62.62267092620934,0.2795883651926889
