Cluster,Trees,Distance,Turning,Elevation
1,74,1335.3852945035821,80.66003460681978,0.587709414522875
2,58,1036.4983169406198,57.83801984359579,0.47983064466756176
3,54,949.1868261672806,46.16081185213558,0.48328504731743394
4,71,1254.318600039294,62.97340005913985,0.744611625173901
5,54,947.8336106674479,46.286410905535014,0.6312768667253259
6,61,1140.1369642264872,52.60880419451137,0.5212655995955267
7,58,1091.545834770906,54.688415749855224,0.4573285437213954
8,45,874.2870936566848,34.75711900604266,0.6017962294557506
9,50,922.7451871474475,34.783785732977904,0.41322076081076986
10,58,1033.3722849006608,57.13551613505776,0.5369557831527079
11,66,1193.131664093524,64.51332341710093,0.9080324591719737
12,55,982.189375875057,45.421071992332465,0.3599253776926421
13,65,1213.6611727981137,62.84443406071451,0.5054860393637082
14,51,910.5392971930065,38.89779093931954,0.3878619166042476
15,59,1067.9842719885962,62.35939351801194,0.3857435045979365
16,55,999.4721087902099,45.15280776716814,0.6334150137243899
17,60,1059.5507198514772,55.667432570121555,0.6490132072419801
18,72,1288.7368825575727,69.27842969748417,0.5218072565763521
19,57,1017.0294622698208,59.76074955033024,0.4402237365068338
20,77,1363.6393187137658,79.62187630469187,0.5368813385841005
