Cluster,Trees,Distance,Turning,Elevation
1,65,255434.5915803086,59.99037486732514,33.030056189799566
2,65,167916.9025165346,51.56318627726753,33.02481933019985
3,62,219884.89277616472,48.531155940845196,32.75374686862216
4,65,229942.89620985012,45.921963723951606,32.757463915209954
5,60,186461.18755779046,50.09499565528742,32.81380498558849
6,67,270960.80335001426,43.30388094919817,32.619771790970105
7,71,282258.19272233674,59.84330135936415,32.62652509968723
8,67,193732.72512127968,51.01144656084665,32.94404890447846
9,68,283110.32663840905,53.689269802502,32.93330238906656
10,62,204272.8909748572,45.02052346943088,32.78258711564085
11,73,278736.42993312347,52.77696570305785,33.98333617770156
12,61,177644.00851726576,55.52381778495248,32.821452776231155
13,70,200243.05682313372,66.68131889905675,33.14898570049338
14,73,266644.186208166,67.23764036841104,32.535633993008645
15,65,221864.64598913988,64.45477008957067,32.675806672457156
16,64,192121.45587813342,54.59913503880016,32.911912492193274
