Cluster,Trees,Distance,Turning,Elevation
1,65,249807.7864033537,64.23974594052835,27.315182143977783
2,70,198832.19225388492,45.18868562388841,26.961955699930066
3,65,217942.86955187598,63.31340719043398,26.71349330019241
4,75,217553.2012069449,72.98163146875591,27.107961939486678
5,78,255791.31810854052,73.8995705569668,27.011250013750605
6,67,236673.280541417,51.03807857405592,26.662622449522978
7,74,255545.6188568659,63.76613380644272,26.63498601502954
8,80,259799.6892810242,60.888699728534434,27.059286292802263
9,68,288647.72768432344,45.6502125505743,26.83167668744092
10,66,227979.92573350781,51.25903425765668,26.81313652493909
11,73,253339.2907205878,66.66855306268138,27.341211408071146
12,57,175272.06474560883,52.57091677684023,26.84689844236066
13,74,227998.83839088597,53.91642790531149,27.302658440937577
14,74,262307.88294188963,74.25644193204135,26.58027953786806
15,70,247154.62946057995,53.731575903944496,26.795708547363624
