Cluster,Trees,Distance,Turning,Elevation
1,60,1855.010166136311,45.38859287117796,0.20824517056665393
2,75,2524.367330732183,46.50610254461306,0.3930180727017287
3,65,1547.0330426727792,56.946623792176844,0.24185988106434664
4,68,2012.697979748609,59.39585653494187,0.41901989698765796
5,67,2181.0258357438775,50.15737532427955,0.4056217177401322
6,63,2157.115246696958,39.11593505351465,0.32973746871804543
7,61,1931.119056291224,38.32815282869224,0.2963178975407672
8,72,2277.1205624281215,55.62571096511481,0.31574608869009246
9,62,1512.1789645244949,56.09450824062592,0.2890768275388833
10,60,1460.1510690330779,60.50422151461459,0.4565943407888895
11,69,1769.4211915626297,57.804518291609234,0.9411612222030321
12,59,1399.5442472939437,60.84278184818522,0.753439745181721
13,79,2258.213543841476,80.15945386596702,0.2507542814331032
14,64,2409.619776481287,38.234294007168856,0.20896186812545992
15,67,2011.1034825274019,54.37090460328939,0.30028309270889153
16,67,1629.1696981271919,63.390483105977154,0.24276391184493384
