Cluster,Trees,Distance,Turning,Elevation
1,66,1208.500310616473,59.813442038497186,0.3484058285270759
2,67,1198.4841102409553,75.62260177382045,0.25513504135152765
3,72,1271.8667539490746,74.34212165800692,0.31950318513016995
4,75,1327.2996166672235,74.69597650501039,0.47531742082629336
5,64,1138.567690194233,66.01792006360314,0.3391797954907023
6,74,1343.8773339788575,81.60763834537894,0.3237045790362316
7,61,1128.2290756273353,54.68887937725081,0.25677698375112534
8,57,1000.206559838647,54.56841390883621,0.3898216310281999
9,67,1213.356399433377,53.181608705094376,0.8580969538214323
10,56,996.5637856282322,57.57438663355017,0.6257292565733827
11,73,1325.3667862827433,72.2764324361284,0.2338870025545603
12,72,1272.8711683722831,64.24910580267675,0.2513895317104886
13,79,1444.2582482556973,87.9803900484291,0.3513488482867295
14,68,1229.5121338956856,60.92493474891251,0.2671376802955052
15,78,1445.0500231738695,79.06967987601564,0.37839078517500546
