Cluster,Trees,Distance,Turning,Elevation
1,64,211486.48410616908,57.827933094934835,33.15129672365481
2,72,195348.42766704585,55.015462442239254,33.07567896524861
3,60,169284.56537796545,49.37137535156837,32.826439885863564
4,76,183521.9626659215,52.88328030521708,33.413798031424214
5,73,193151.96660761157,54.631241424591906,33.046338367073105
6,15,62138.20744972615,24.286599070095367,32.61041020050545
7,66,196834.74974687916,41.461127458885315,32.64601770327786
8,60,126110.19163088851,44.166649046630866,32.919805613008535
9,73,195820.77514115852,62.796143115304226,32.959954899926814
10,70,225073.72120057436,48.021687218000736,32.767304554140125
11,68,143098.535697813,42.482713807656395,33.06363431585078
12,65,219718.2387950769,55.64721893020172,32.770772486632566
13,60,198982.15095800473,47.16435856144597,32.664464738444295
14,66,172448.67610675632,56.52063146857747,32.9152876232089
15,15,73895.88445212209,14.91894057733496,32.47902797664241
16,52,171977.60471787248,43.326870789129195,32.93955636966522
17,51,138397.18650607587,50.500609182312054,32.52710999128209
18,52,147681.26080903807,33.59195221816822,32.62644880331559
