Cluster,Trees,Distance,Turning,Elevation
1,66,1838.9156861825652,79.37252213833224,0.426676143439769
2,67,2011.0084804916387,82.12091890515686,0.4034864863540637
3,72,2179.5873900616602,99.22013519314021,0.4679853427235656
4,75,2375.6805113264368,95.8660096648905,0.48395656241433826
5,64,1963.633870411177,82.18165442402936,0.43947569221347216
6,74,2419.43719449929,80.54152008482544,0.4259378192192038
7,61,1576.573328099882,74.76297718810741,0.3362435598625151
8,57,1515.6301769925071,72.994291715412,0.5777673281527083
9,67,2116.578393253017,70.34536711473329,1.0862651088287638
10,56,1421.3941845408146,81.07147728514312,0.7140578868316183
11,73,2468.8030280855583,80.0029243091541,0.3575630352539285
12,72,2570.043186338143,90.09901805893873,0.5536057509460068
13,79,2614.46971222148,80.13193222171066,0.534049503614245
14,68,2271.332917183743,91.7050068826016,0.41309919333182066
15,78,2594.484873425318,89.59886874830505,0.5732750049083162
