Cluster,Trees,Distance,Turning,Elevation
1,65,231411.1030558874,58.05923390766182,27.28878786533312
2,65,172998.4428079116,63.687358490109744,27.004264361804623
3,62,232240.12648536472,46.87693479279069,26.665538734713323
4,65,234997.7510379566,38.28850909214757,26.804082528826285
5,60,184586.75182128226,48.37831649868983,26.81107771101165
6,67,233241.48794879144,46.57590344138909,26.624554387583224
7,71,278010.9867567438,58.62928450037869,26.651055811038802
8,67,201529.29039573055,57.48272981994766,26.97996634491441
9,68,276862.09926618845,52.628246753173585,26.729630640861277
10,62,176858.45781046996,54.356888791517584,26.813692663903105
11,73,256039.0034808271,72.14462339043386,27.370262433776713
12,61,182065.26395192157,50.2846239337654,26.786381267119047
13,70,203059.30233124338,62.281352262902,27.11607423647652
14,73,287930.9863992239,60.9965799523686,26.55388974170844
15,65,207592.63409094483,62.94142998926308,26.81129416754348
16,64,229225.82353951104,40.987646294500436,26.875898002144176
