Cluster,Trees,Distance,Turning,Elevation
1,65,225933.838001253,57.77241382809846,27.21055949956012
2,70,192513.38105781272,69.0050863857399,27.060221893879636
3,65,210103.0373468898,58.759379056781455,26.706905774372494
4,75,241645.14680668432,62.51703787203417,26.95424692990786
5,78,309316.7277971947,58.98867263495677,27.018412497583626
6,67,235807.67673839486,58.83186963842568,26.63257955972788
7,74,295216.8700746345,62.05166008931486,26.79333851643834
8,80,232587.2840548471,82.51867248139928,27.06810112744978
9,68,280753.5365240835,55.41437512896483,26.911149225080827
10,66,233620.17613116826,51.93692674113948,26.78229922921855
11,73,262756.43677540356,71.72020589161811,27.603582687861564
12,57,176803.28474746502,45.19608745546168,26.737653212292997
13,74,207296.97048056615,57.76612196771028,27.098730329061404
14,74,285834.91848343745,65.20037084828719,26.5641519949542
15,70,223532.5747343938,54.06557308787294,26.76972919012257
