Cluster,Trees,Distance,Turning,Elevation
1,74,1309.4082598258974,76.43634719170184,0.602546950254661
2,58,1022.2240054719941,49.442813561569864,0.48988963828861287
3,54,964.6830866381131,36.96123266063118,0.3728534138540489
4,71,1254.1891401918078,65.95962196243076,0.7277874018961779
5,54,947.0182784188805,53.46897498286772,0.639205794588225
6,61,1120.520001832264,60.76445953103791,0.5326298088165764
7,58,1023.6310845544507,57.75068393208983,0.4769448474898148
8,45,874.2967788168648,43.57404131864397,0.5999975691119062
9,50,906.8137040047349,45.074941887676374,0.48241733749991766
10,58,1053.3430304689127,47.35547905301868,0.5203570327986586
11,66,1181.0725888243435,56.75990222823972,0.877697750320678
12,55,1005.1865724909061,53.60052012047993,0.5825787361795793
13,65,1213.1988464952435,54.587542152633375,0.6751279917460433
14,51,923.9539003836288,38.92410558281132,0.36619956574913815
15,59,1068.5936263921897,54.55693701551097,0.43941968064185843
16,55,995.8608546408105,45.141000735839974,0.8705108792218059
17,60,1072.126439691367,56.733531330264164,0.6342531585103952
18,72,1286.9226960961832,62.95149934909645,0.6245401640406669
19,57,1016.8958836292231,52.521198377230164,0.4613931875225106
20,77,1376.2611352077236,77.53011681255255,0.5211977798341945
