Cluster,Trees,Distance,Turning,Elevation
1,54,1461.3115106167643,83.68610176876318,0.2760704142914925
2,66,2189.7342718883947,83.60903649114628,0.5337967133691883
3,65,2189.1991803668184,84.73016675554375,0.3734904574923288
4,58,1586.605336583112,79.90619271165117,0.3206443844774718
5,66,1896.2375170386106,73.47590343848434,0.4736946939249993
6,62,1594.8088748039133,92.95063797679647,0.36490755123464425
7,68,1953.0860716153447,97.2025445262969,0.35632235475274854
8,62,1752.4933059621837,78.71883921898467,0.2548820446194835
9,58,1608.3103372382677,68.69352068307057,0.5419761286979217
10,66,2134.599889288551,80.97043598962644,1.1578722562694264
11,58,1524.7219774170496,83.92355905050714,0.8309505878124916
12,74,2727.683101488762,94.07501307602138,0.4599055772791427
13,74,2419.121215358512,96.84917121108705,0.5335899124118217
14,71,2440.389576048286,89.58649251897198,0.6088438876867865
15,68,2155.130359348325,67.56301378824033,0.30071291415545076
16,59,1410.8363515504739,93.59990179193898,0.2554264237395891
