Cluster,Trees,Distance,Turning,Elevation
1,80,212495.10244212218,41.92421497517408,32.80798870758949
2,88,305571.5006045087,75.1020749753817,32.584584016002154
3,69,244040.82502520317,31.742411075349857,32.67479009072693
4,70,238763.39045092335,49.85721618314954,32.442913118860865
5,76,158175.22222915947,82.52305903061125,32.98124954666962
6,88,275408.3092629524,73.75398464625651,32.582903843165624
7,70,187876.00523743196,45.83588242530654,33.013560983245554
8,73,198202.06001556932,62.0048081411614,32.6829916874199
9,68,255881.5609695134,33.006284699515696,32.516236487492776
10,83,223620.9770019233,73.96394865200485,33.13644800378941
11,81,240557.84372883182,42.38500927904518,32.81622223412751
12,72,201372.17934330937,45.94606057178881,32.556408052643455
13,60,225199.55426587834,34.9894127303642,32.3676145653387
14,80,228389.5242659153,56.75975395899421,32.91940942930169
