Cluster,Trees,Distance,Turning,Elevation
1,74,2615.746352505469,101.43237858281584,0.8353463361309839
2,58,1489.7593682377594,88.16721677303188,0.46864428994849305
3,54,1262.936171376,70.95124376684313,0.5357387545276957
4,71,2574.5828465172262,82.97157507702865,0.9192890705443144
5,54,1462.9334290185488,63.52469519674085,0.7294708095011515
6,61,1655.3707418693728,70.82468485640082,0.7310704191668371
7,58,1566.3962222073856,76.11252725792001,0.6389591669678367
8,45,1203.6593340703148,67.4983661185715,0.5467688907321815
9,50,1235.2762225619576,60.98667074199217,0.4268276075866382
10,58,1611.4780573686053,62.803280958480435,0.6799974062713279
11,66,1798.5633050647,95.55000720237966,1.088721630116975
12,55,1688.0338270890927,64.36349964781527,0.7558147432712605
13,65,1865.705701113828,77.58737006732571,0.8114603949707675
14,51,1258.6748331560987,69.10187848568101,0.47758027913659973
15,59,1612.2539386467602,66.25973244101688,0.4584228923793141
16,55,1511.1404086641119,76.68616349179624,0.6307294229130189
17,60,1558.1455299159754,81.60097086218565,0.6022371556812818
18,72,2401.6425627822487,86.6375826075865,0.9179887152115747
19,57,1402.418167369013,83.7816290781726,0.5628895278894106
20,77,2920.6981096606623,87.22295983898314,0.7755971389176697
