Cluster,Trees,Distance,Turning,Elevation
1,77,2564.8719583464494,90.96928939766619,0.6075952932944073
2,64,1692.063083143051,77.3065393375755,0.3424442793089799
3,71,2545.9722756958354,91.07915716408459,0.46822845314957284
4,69,2186.393261081965,94.53651041084034,0.45207540816519654
5,72,2434.7183815891085,90.58980686216374,0.6436214622385599
6,65,1931.6800167562137,83.64545661865884,0.4056559381544762
7,71,2530.794384808694,77.71903303800948,0.45611850101295204
8,65,2013.404923365188,92.16789103647392,0.5187162998156065
9,57,1628.865189529338,74.08854239745192,0.5123703332935374
10,67,1898.9268624026145,79.19422965970637,0.9311507586175853
11,58,1490.3060855342853,89.59539578620561,0.779233297563799
12,74,2464.425543154768,93.16531106081639,0.3456958769754248
13,75,2338.061108238515,87.88907651176251,0.4062674292596302
14,77,2458.731402829925,116.79394567989938,0.5426447948754181
15,67,2178.6154338250794,76.52737550326586,0.3497970112367046
