Cluster,Trees,Distance,Turning,Elevation
1,65,257373.5202432708,51.16345296474789,27.067975319105706
2,70,205301.7591772774,55.23624210142316,27.123722825571612
3,65,207463.76675553434,53.055703334981835,26.80865513350105
4,75,211031.8977490454,69.05634710742613,26.872851396775715
5,78,270362.1264660431,66.02107138318209,26.908969269757158
6,67,264876.82219892344,54.20092110126568,26.604023810679408
7,74,283133.51624130685,64.40761844564985,26.67216562413067
8,80,231902.2596716146,86.99860635353396,27.183406437163896
9,68,248996.1867637894,59.83770696114193,26.949975903459713
10,66,223248.37772531452,50.706112380012314,26.816925436887885
11,73,279740.9557128496,56.10761721825868,27.617356672090807
12,57,186279.38727008007,48.45047923102757,26.693586331919114
13,74,220322.1661891959,65.30123180853658,27.11240538061074
14,74,312135.8731087914,49.449805878263874,26.654281823668896
15,70,246434.28205290905,65.66497202746875,26.776943934217414
