Cluster,Trees,Distance,Turning,Elevation
1,65,253451.2725835811,60.114644733282255,27.31276812353301
2,65,180315.07210682903,51.53022733527508,26.99678371201494
3,62,216129.93606246222,54.373480017812746,26.662570279776418
4,65,186154.7236937936,62.673985779921914,26.714264268512643
5,60,186420.95649157223,46.904941043150885,26.894287051731148
6,67,225634.9780502877,60.784183190537206,26.61156465888442
7,71,278857.2270506252,67.76291193750913,26.63845663350552
8,67,207765.08641285397,52.3119719722138,26.99465273583715
9,68,261297.01651375624,60.49456619012997,26.841950349556356
10,62,189955.09155291558,57.337843793302476,26.795573073916167
11,73,292073.8320690772,56.00799083909345,27.680145073805413
12,61,184133.0857060792,44.474546571873304,26.83192683145198
13,70,228641.27974369744,46.209113762602954,27.12353127005597
14,73,303972.3827446172,51.865694009144555,26.550340897776678
15,65,209615.73005086218,58.159784759221836,26.765248152679256
16,64,207402.1512725514,44.80796544894504,26.98743560201065
