lat,lon,alt
2.6764723339932335,101.62220847546139,13.326620790277339
2.6764727391829344,101.62236987205112,13.31675237648102
2.6764737306731115,101.62253179710211,13.305770572471296
2.67647352079462,101.62269396846997,13.29290420806216
2.6764721759685863,101.62285546123427,13.278267158499334
2.6764733891024437,101.62301836790398,13.262688622018542
2.6764724728128617,101.62318165827851,13.247845929452502
2.676471320775344,101.62334117931249,13.234662601377062
2.676471389887849,101.62350328725896,13.22153683357634
2.676471994196891,101.62366625235705,13.208943993690188
2.6764727902097216,101.62382890072216,13.19729085477975
2.676473353863462,101.62399103295425,13.186252918904268
2.676473013241257,101.62415265450099,13.174931157708526
2.676474054702156,101.62431334082736,13.16231507829917
2.6764752448818405,101.62447550771348,13.1481071787247
2.676475463991619,101.62463782250569,13.133953191701918
2.67647533573794,101.62479882351512,13.120621487208068
2.6764766057174048,101.6249604208715,13.106850988930926
2.676477004088498,101.6251241313021,13.091127586848332
2.6764780211472656,101.62528507992043,13.073348984795649
2.676477530395606,101.62544746566063,13.053472176523556
2.6764777349048083,101.62560938845192,13.032459387831775
2.676478877642264,101.62577157380538,13.009646611231751
2.6764780989235266,101.62593139435776,12.98589600374967
2.676478330938111,101.6260953570429,12.96389047403421
2.6764782683607935,101.62625532758838,12.94588544086535
2.6764781760531746,101.62641752536543,12.930684638633823
2.6764770266712867,101.62657872955475,12.917222068228657
2.6764767940407825,101.62674118403179,12.904436571370676
2.676475621004328,101.62690378875219,12.893274649434819
2.6766119915383793,101.62228890289923,13.321774658966545
2.676612078072343,101.62245147831449,13.311380249221468
2.676613326891293,101.62261398626377,13.29956942385014
2.676612329812598,101.62277512551765,13.285836575318474
2.6766133666075542,101.62293644592935,13.2704383734272
2.6766124705384997,101.62309990419494,13.254519329975134
2.676612995232262,101.62326193674964,13.239877451599273
2.676612566904386,101.62342324164301,13.226070778921837
2.6766134774875634,101.6235843963173,13.212350086240166
2.6766144887179766,101.62374611296396,13.199328164881706
2.6766153508568347,101.62390935818334,13.187401395490353
2.67661418949743,101.62407187821468,13.17641662366826
2.6766132868244004,101.62423207766435,13.165235091218356
2.6766127358980443,101.62439465254266,13.152423876991524
2.6766131227298042,101.62455742990927,13.138702281826099
2.676613844363528,101.62471750255598,13.125912877859477
2.67661393418517,101.62487947205022,13.113293291835278
2.6766135720611213,101.62504224099642,13.099516266178096
2.6766126549495857,101.62520394981448,13.083691906893616
2.6766120930511272,101.62536699027156,13.065531231249182
2.676612691513029,101.62552828859758,13.046108768547134
2.6766133938590158,101.62569038912598,13.025317052019664
2.676613622116761,101.62585211395682,13.002855437998189
2.67661494859108,101.62601342247557,12.98033049574235
2.6766136157879696,101.6261754948994,12.959684447807037
2.6766124988374163,101.62633740264182,12.9414909896507
2.676612259342211,101.62649838738072,12.92540529596476
2.6766123863084283,101.62665962039934,12.910592663848435
2.676611745394023,101.62682356348499,12.896780711891324
2.676751692499739,101.6222103349572,13.325963059758442
2.676750466111704,101.62237062295208,13.316047111018527
2.6767513781810144,101.62253397751417,13.30535295551872
2.67675121553869,101.62269419863314,13.293289389690898
2.676750916644249,101.62285736405285,13.278906409197216
2.6767508422819826,101.62301837040025,13.263278312329708
2.6767519999903837,101.62318186986099,13.24748206238777
2.676751067527805,101.62334347458862,13.232838235599477
2.6767509951856048,101.62350322932684,13.218324065790785
2.6767496606259207,101.62366680450971,13.203483468828082
2.6767494645372163,101.62382871222137,13.18988684903837
2.6767499721197385,101.62398952471491,13.178004329927326
2.676751123268573,101.62415308306807,13.166930184788434
2.676751521909147,101.62431241752522,13.155696003704033
2.6767507887937527,101.62447642468216,13.142820069229032
2.6767514083282564,101.6246384774853,13.130135366700706
2.676751121879044,101.62480026694341,13.11811646284503
2.6767509708681763,101.62496213208664,13.105615429727449
2.676751118711525,101.6251229565042,13.0914960384101
2.676751937015993,101.62528439211084,13.075190407899202
2.6767518030914026,101.62544644416563,13.05718539549407
2.6767521072760148,101.62560876360482,13.038095980312528
2.6767510669499357,101.62577091329676,13.017780803647312
2.676752130310297,101.62593354044252,12.996382256918745
2.676751102560711,101.62609298597631,12.975622485772385
2.6767504498901054,101.62625646438222,12.95544821389315
2.6767493873598736,101.62641878226572,12.93668507576913
2.6767481687158607,101.62658027436237,12.91944086348219
2.6767490209630878,101.6267427158838,12.903560750911048
2.676749089039286,101.62690306184521,12.88907312298965
2.6768918775020327,101.6222895993879,13.320255120025317
2.6768922390273344,101.62245320502053,13.310223185040561
2.6768914278784544,101.6226138314638,13.299668735455857
2.676892203674717,101.62277594484277,13.287193729437732
2.676891280898417,101.62293758483605,13.272636226767357
2.67689159709896,101.62310004580623,13.256821090575011
2.6768925825102556,101.623260613839,13.241472426807368
2.676892303526874,101.6234228919607,13.226322228033817
2.676892857793554,101.62358465381715,13.21060552215031
2.6768932820023825,101.62374789484349,13.195036170519492
2.676892627647553,101.62390887409379,13.181400201544207
2.6768918070401635,101.62406985788489,13.169832120150232
2.6768909162602923,101.62423401283806,13.158970371367676
2.676890413550597,101.62439333356133,13.14761876627563
2.6768914542111455,101.62455619446956,13.135201067593393
2.676890572497517,101.62471925180381,13.123195531716448
2.676889850135891,101.62488081230711,13.111164631491185
2.676890791167429,101.6250412063418,13.097907847116597
2.6768915248989793,101.62520463728107,13.082414911730373
2.6768909281445596,101.62536571993415,13.065535392016681
2.6768921960281826,101.62552714285539,13.047789969153895
2.676890918078524,101.62568833067253,13.029264779203507
2.6768903279917207,101.62585044841404,13.010049541202621
2.6768913181348517,101.626012135183,12.990336705886245
2.6768917454803414,101.6261764258746,12.970264251926816
2.676891849370342,101.62633740229059,12.950625245271889
2.676892633350887,101.62649976353673,12.931435652946453
2.6768930788734604,101.62666208936147,12.91359805576575
2.6768939194015573,101.62682277958675,12.897260287868553
2.6770323355948804,101.62220869512768,13.324892202923474
2.677031694004504,101.62237066122583,13.315054057305403
2.6770309160488797,101.6225333692217,13.305232284587454
2.6770319918264778,101.62269377621413,13.29444316703669
2.677031906371061,101.62285778596225,13.28124818081138
2.677032238058661,101.62301979248934,13.266198832283978
2.6770321889379924,101.62318170387705,13.25040309682279
2.677032313847729,101.62334149924378,13.235198208102917
2.6770313595976654,101.62350414346506,13.219304507400476
2.6770310637026045,101.6236665348619,13.202947008062752
2.6770311150450263,101.62382681731593,13.18791494789284
