Cluster,Solution,Distance,Turning,Elevation
1,1,327357.40595785144,39.18490807910826,28.862526818145287
1,2,224371.991825519,79.46573431033639,27.479358772528638
1,3,261646.4705052146,72.18068671706105,26.933090064626434
1,4,228884.4066416169,92.63017446055825,27.308130019372314
1,5,279079.7611553929,41.84854515896366,28.28910289511361
1,6,291511.85583668144,44.97310120648431,27.57107897038628
1,7,228225.8030035899,88.10776901970279,27.339454162690487
1,8,236658.29216090112,79.81926225701193,27.212878009092588
1,9,276333.79427463515,41.92025966454028,28.00747183426084
1,10,233281.8189880555,90.29724069586392,27.162400045199213
1,11,269032.77934784745,43.19897367758551,27.92115352784775
1,12,279284.30911240965,41.3438257829436,28.128825049288913
1,13,279284.30911240965,41.3438257829436,28.128825049288913
1,14,259809.7429250053,68.09316662256533,26.93800030619667
1,15,256665.21043747925,69.4101047068535,27.051070279392352
1,16,244420.590884498,76.71978672271668,27.097743121022337
1,17,275326.72072849865,43.066640526782386,27.860416301313304
1,18,230349.8795507055,91.87249025066858,27.276666539897008
1,19,266438.3531875869,50.80492630435477,27.447445193930843
1,20,241877.29685543003,79.31763763926851,27.085308162903356
1,21,283338.0482932196,43.07023159500583,27.75512752767944
1,22,285196.6170047047,51.630174806612054,27.367279031297773
1,23,281256.6684803563,39.824634098338066,28.078107000074226
1,24,281256.6684803563,39.824634098338066,28.078107000074226
1,25,291184.4159001558,40.639379293758346,27.619806117673605
1,26,286662.3321733791,39.23874740419651,28.092528976460393
1,27,252301.1903132617,70.10311358942978,27.124162556513088
1,28,274740.3247974553,49.903777999597054,27.395434316737635
1,29,235921.589996875,63.334192965129006,27.707708208260165
1,30,270976.0085030429,48.20066419981583,27.515735303163297
1,31,265117.49707939476,54.82536329073382,27.26248306145886
1,32,275848.8376075389,45.75673735963882,27.82023144239768
1,33,225242.5108953962,74.02599626978066,27.448476755048294
1,34,276851.8217919836,56.0691348557714,27.17988516422233
1,35,229121.72012540256,73.04199376166969,27.328904348911106
1,36,263770.1346631248,49.0341771691745,27.461089168577832
1,37,238257.28138831575,64.19177788851249,27.66179139683912
1,38,277818.6367518201,46.13547233196606,27.67752417477748
1,39,287256.3697431054,46.53506843370442,27.63421304293848
1,40,281322.94258215703,45.57005115839832,27.800568176585852
1,41,272776.5604109649,45.60792865041984,27.903618133183475
1,42,289035.2567552005,53.77264798766943,27.202761362517304
1,43,238536.19364637698,64.42533501982133,27.416979375231765
1,44,243353.69039814186,66.46603808556108,27.250007734079677
1,45,244528.3203807517,62.403178959062835,27.54947383194997
1,46,227580.88739761652,67.42053699712436,27.45691477607378
1,47,281344.7821778363,45.23794368308702,27.729841526565693
1,48,245670.58484920973,74.81220735486114,27.126749148466295
1,49,265646.4708115869,52.63994113367805,27.40159738328735
1,50,256231.60348508137,58.820587253575866,27.322826834483298
1,51,226993.29544388666,69.22783736217755,27.349110778096904
1,52,231390.03070231664,66.89901569760627,27.522556141702147
1,53,231782.7114181195,68.38760605508458,27.30851693986499
1,54,284305.4704573095,44.39837456103468,27.739961134503325
1,55,284305.4704573095,44.39837456103468,27.739961134503325
1,56,253397.6829869639,53.664280668204,27.72061952130763
1,57,253893.4582649872,54.484667629417736,27.687406849841345
1,58,273684.1787869176,47.16660417676706,27.63242257420971
1,59,235214.64269668126,75.58904950531468,27.263620785329888
1,60,261793.66569907786,65.9732472859551,27.07714173766989
1,61,269251.85673533543,48.83914548480767,27.42711531277237
1,62,246756.51643828096,76.30980998576133,27.085308162903356
1,63,261011.83046990688,48.01744896299763,27.581489772956804
