Cluster,Distance,Turning,Elevation
1,2060.1348361985924,82.51170945656678,0.43494896113684867
2,2012.677439591786,92.83144000362832,0.3259528809060601
3,2202.3534193609153,96.63066103406909,0.4649768575951434
4,2302.837965990403,90.07064959767034,0.6443180696014323
5,1634.6262161415532,77.82583831480692,0.30295210971507025
6,2454.397388180031,90.4179522602046,0.4576228636007116
7,1724.6988136040572,83.23693737454767,0.3168517377793467
8,1638.6329270608,88.89579763639816,0.533203975143282
9,2048.743693523567,78.19680820432109,1.2365913652746112
10,1337.1785820050031,80.58276401665218,0.6700105987873073
11,2536.3106642235653,104.23557994208134,0.33156934953031936
12,2454.717248548744,84.98757127158964,0.4552155570524956
13,2792.859086227756,101.9246793839773,0.6403605708791424
14,2015.9714128880003,92.10968671058428,0.30883241405335227
15,2468.5927345009013,96.76927141323856,0.669347352654901
