Cluster,Distance,Turning,Elevation
1,1051.7845200430452,67.73130369706757,0.4094524425224506
2,1306.2203432236086,91.09079750818181,0.4526417769025777
3,1486.9691265387628,69.31555608671775,0.5837053504512983
4,1604.6645550118412,75.40691241370172,0.8596991991122565
5,1017.0858148487114,67.72511022208106,0.3699789657219874
6,860.9156260751149,70.15844138782359,0.3705074218953044
7,1325.934331455866,68.11501089313319,0.4374196353143134
8,1225.0376583742875,73.55739421133201,0.7121152478076276
9,1126.6389730358264,70.02124267189117,0.4092677226780772
10,2268.0777494184363,76.31648208764263,1.0547144217503526
11,1805.292789690252,99.65275252266323,1.0718457788847733
12,1711.0346450880245,79.03666642329402,0.6942334954797413
13,1439.9482598084146,81.37104915154508,0.6884597292908605
14,1868.323085191526,95.53259404549715,0.4826068635743752
15,1352.0766901956395,61.393210438917926,1.1644651310585772
16,1558.8197129058328,71.15692805430031,0.867603586904524
17,1454.277309251219,81.91244072996868,0.4859553207101097
18,1348.9959373919207,76.81323939743379,0.4349069480569483
19,1278.9410458087498,77.7708943334575,0.3818975995491485
20,1521.7273956172194,68.65401804536943,0.4636107213932199
21,1064.562425780085,76.29435916680391,0.2928184614524536
22,1629.2569590147268,65.0300712090603,0.4857931677793097
