Cluster,Distance,Turning,Elevation
1,1430.7212798736136,72.4424114973221,0.25911223179839205
2,1923.3017545186588,86.22302409001492,0.45083743229138484
3,1875.720850290382,92.33251008262538,0.3725298553914076
4,1713.9634031470184,82.9486593659962,0.3727242395630235
5,2008.9508189494697,86.86397920307012,0.4399105226983444
6,1644.3242626346187,86.37311231736591,0.3262500195951574
7,2214.282653201001,89.51814770786723,0.33471109856454007
8,1549.9519904318122,79.8655054007343,0.4581097792390203
9,1870.4437895492385,79.79271087714898,0.8521481578896672
10,1574.20306532369,64.39569380336832,0.8669461354315757
11,2250.488202073884,74.95176346146854,0.25118754532324594
12,1750.4766021868604,74.21058367057854,0.2480007286307231
13,2351.4283577386236,92.6491027873755,0.37471447580536044
14,2083.320317560602,80.78573630337678,0.44036098879390195
15,2101.56614350581,74.47256528423952,0.37417341011296834
16,1729.312450022006,97.00164892683766,0.28873504506743153
