Cluster,Distance,Turning,Elevation
1,1475.326049873118,73.02729180592019,0.4440981536625852
2,2297.1825543670693,96.88645658376943,0.636480489199208
3,3066.266898913921,94.30590979290926,1.395262713703195
4,2484.3681184517336,106.34662430044266,1.2888728354561643
5,2064.843393582716,76.21936112127648,0.5697526591172632
6,1330.5768521249881,67.64071888365352,0.4663227807561263
7,1201.4915652927039,71.01744365141482,0.6278875279576503
8,1724.3291609916575,84.86109034961079,0.8521668454797897
9,2508.190642989658,87.48575944785189,0.9945517500449181
10,1704.8501998258128,93.21424536912035,0.8689157765964577
11,2875.775751420643,98.2595546026807,1.2826956607740048
12,1674.3310306015271,73.69014874766081,0.5589941641199516
13,1594.6243747882102,83.19519845042107,0.8874879491379275
14,3271.7003901454473,99.56180481421242,2.6101911202612555
15,2331.236431936443,99.98452945950797,0.9702559511164885
16,2652.392868020109,94.26213692391642,0.8908923267848152
17,1442.5483491720304,64.13448879743115,0.32457761123532336
18,1851.7646884157018,80.98269760872287,0.6610595729239268
