Cluster,Distance,Turning,Elevation
1,2684.5978337498013,85.14561171750834,0.555592486792186
2,2133.2675058531495,89.22488357966427,0.48658523482086835
3,2063.5502283459828,89.47609864704107,0.3206465697653389
4,2370.560107663582,93.32375363145151,0.43472696674585976
5,2573.247561991032,95.68942972194253,0.7151154740728884
6,1744.4742648369138,84.77044818147655,0.32641188755241757
7,2514.8014492277275,94.51790576766739,0.44154418186170474
8,1679.9969351548289,78.68873731640339,0.6039314082384379
9,1810.3666180343882,72.93138699554117,0.834764971450122
10,1342.0147990505043,56.93030409602627,0.6617064152715386
11,2213.5953685498735,82.81936511029829,0.3435869278687793
12,1819.440308965107,86.84312722893452,0.32632494242642096
13,2340.617759633083,85.57706455802861,0.46515887970676495
14,2522.6199154528604,101.39784051672342,0.6288422478105904
15,2116.1252143578035,84.46412394181098,0.33769627228604016
