Cluster,Distance,Turning,Elevation
1,2424.776676840638,80.22372414645145,0.7644310570157717
2,1379.1639238870562,82.2031684672709,0.4938884929407017
3,1418.2688232692503,64.86158642789457,0.4170200005709326
4,2522.0217364976033,73.95944976870972,1.1938031167411705
5,1281.1686204124785,74.89304206172282,0.7689863237341577
6,1585.3168754070598,88.56300506852378,0.5374642301101034
7,1490.0864456068432,84.364640185533,0.5141516130629142
8,1122.8063089851921,70.42969784837146,0.6005099472488098
9,1222.616580691963,70.03276765175013,0.5500503180207019
10,1506.2946127866962,85.24268281280801,0.7566857339013584
11,2064.150676878004,90.69455004956167,0.8310036069268634
12,1473.8590047749656,68.49209375064353,0.6013989974345595
13,1915.8751806334326,82.96584327378396,0.6501502436772899
14,1299.4693637786934,61.41005499852197,0.37648249567951453
15,1608.8141769995214,75.0081329426799,0.44735544768439084
16,1626.9931456068055,77.16291620333558,0.928833214621319
17,1891.1255250693182,71.1278120826722,0.8541275868337852
18,2401.909630695554,99.07014373555367,1.0420216483772116
19,1520.4250358196741,71.66951261783313,0.5617307766688526
20,2989.6607751826564,89.12878363571843,0.7616731761078963
