Cluster,Distance,Turning,Elevation
1,1195.8223326895102,57.702308064950486,0.322172696930922
2,1210.6673794614471,71.34430252393064,0.28049332027316787
3,1285.2164616459154,74.44055628640653,0.31999664263305405
4,1329.2991719044403,75.7696292159048,0.3874713644700698
5,1200.940374376139,46.46233757417137,0.3153192856811078
6,1371.0823431884062,74.34759841275226,0.3217563676962598
7,1129.6203119808736,63.97147835837707,0.2561391996675457
8,1009.8020128957564,60.42893224942718,0.3487730157392672
9,1209.4869831905976,63.24179066814457,0.7851557725962994
10,1025.216649117544,49.142675402371104,0.5992244768936708
11,1319.0463417817045,67.36836853972166,0.23788924272783518
12,1286.4082976153468,71.35424059705039,0.3484404681265101
13,1440.553975163478,73.70963881297129,0.36022039281021634
14,1216.0393712641217,57.8335032548246,0.27508243494973783
15,1379.7838635241142,79.47138183410232,0.3686782507760409
