Cluster,Distance,Turning,Elevation
1,1207.9774170595647,66.06484211380874,0.3634724083986125
2,1224.6185959434129,60.97140130511369,0.2623470399556549
3,1332.2221908191214,64.2509371828082,0.32394761359176627
4,1396.7538679331249,70.55861621830842,0.4689186291542953
5,1170.917275513601,60.04284735198055,0.28897539693541496
6,1353.6156882532189,75.74586680733003,0.3254447436184478
7,1109.3881422167658,61.71891942428632,0.24435647175703146
8,1027.282237118465,49.37532445547992,0.4560719358847809
9,1207.41550310262,63.963669449847416,0.7551822995983191
10,1019.2574276158616,61.82543190979858,0.5277868625244935
11,1304.3647403502018,68.203341320951,0.2613968267707456
12,1308.7717276206167,62.25827492972471,0.31068092817407766
13,1409.7827303001843,86.98229310776276,0.39582777668071145
14,1228.9088028086971,58.83998984279875,0.28082189333817453
15,1381.230863987162,81.71198204292156,0.4005587424366741
