Cluster,Distance,Turning,Elevation
1,1195.4450744250473,66.1776136991868,0.33973534684243667
2,1212.4180979486048,70.42093849567759,0.2866651625367407
3,1285.6704050338492,78.48146416013111,0.32926162910412415
4,1340.3370682438654,72.48059990726823,0.3934865576792461
5,1164.6335855529906,59.716500407953205,0.27889582519915557
6,1323.787629257314,75.53631870569247,0.36755604284283905
7,1121.5091052709713,54.402243297598844,0.20383619933797625
8,1012.912265870985,63.749085949043334,0.4071399960108355
9,1190.7411674866464,57.04228558890841,0.8635595225284174
10,992.4523717799274,57.420811373486046,0.7100914742455942
11,1300.5923786850049,81.97937608480738,0.26932573254489256
12,1291.6525511542372,66.94255986755516,0.3372685531115298
13,1410.3572759280858,89.19333076421499,0.3840156547006579
14,1217.1250628670389,67.25427216529009,0.29648260177620855
15,1395.1276858505826,80.71877884505982,0.42075358176053435
