Cluster,Distance,Turning,Elevation
1,1395.5764561249855,74.27747078633323,0.3938145956316479
2,2270.609420076133,84.29570819902924,0.7158749576279497
3,1431.590373258315,91.51681575964749,0.6637077264572184
4,2375.5741480352563,87.53567077931908,1.1176313714161843
5,1447.0733324800499,71.28963217097761,0.5788186016296937
6,1780.039285071293,72.16617879547101,0.5853982607238208
7,1208.3672211845965,77.24948899124647,0.679406744247764
8,1151.7003934711786,64.53254260175164,0.3635006184657854
9,2066.271328503727,76.69632618521467,0.7349293668970613
10,1852.687124688275,73.20692716191807,0.9312921552341233
11,1323.0479858533783,82.72719747587747,0.5088814705471005
12,1581.9794260412248,82.28931188715916,0.564207468079049
13,1213.0660850482684,81.46348617757425,0.3298561840603682
14,1698.4150990044438,81.36034016275748,0.8756932272302436
15,2249.814204074061,88.8457900835039,1.616336976332427
16,1417.956136741359,74.8015064610678,0.5995272656995585
17,1752.7224565698227,86.05024052551558,0.8789803153304341
18,2486.9360270056027,78.34533972414678,0.7195481149690437
19,1606.4121526339725,83.05434041450874,0.47707807437643446
20,1681.7542796558826,85.53027450156026,0.6084141137898396
