Cluster,Distance,Turning,Elevation
1,1181.912185092972,62.96062241272024,0.31613288519189986
2,1211.6446817276221,65.03202114703132,0.25350840957400145
3,1287.4849280091469,70.39992124607372,0.3322714784612586
4,1325.9965369109889,71.53550909047901,0.4098835827995906
5,1248.9530570421869,61.625717436873806,0.2835785378293121
6,1321.7753364681666,75.52737108791382,0.3189598377950773
7,1107.3534323462145,63.77582461218665,0.2312992534495688
8,1013.0231113909301,60.745985826232165,0.4509763674211822
9,1193.5854103697159,56.56170477681085,0.9020883203618713
10,982.0649525963878,61.01094576811995,0.6209014716870129
11,1303.8956906392373,74.35908095829451,0.2626785720271805
12,1298.3980121121283,67.55773916569348,0.33527558785486455
13,1423.3711590629002,81.85339655433984,0.3632354506016462
14,1244.2675011559986,65.61044433973186,0.25627251014482866
15,1406.0432188120399,81.23237604814445,0.41835483135164786
