Cluster,Distance,Turning,Elevation
1,2626.0212076021166,90.40311550133258,0.9908582404669293
2,1552.0146376392179,81.00207637136847,0.6467583152421525
3,1438.3445513085887,71.32622608488016,0.45742370737034577
4,2421.801973221701,95.36493970649923,0.9474707446745665
5,1431.09816264905,64.32759982622404,0.6862088095083898
6,1755.004911236174,81.57087850013929,0.719678630206257
7,1560.056746633899,72.83051050934678,0.5500296157608879
8,1139.360417847083,72.55075198327181,0.5464110509121518
9,1247.4243326293908,65.41296744630613,0.591379649060805
10,1492.561961886255,79.44332288213096,0.6445195040947578
11,2037.4979043077442,96.00032437791448,0.8945068171447339
12,1405.0384711774625,80.86780723521018,0.55919775868154
13,1886.3649088408306,83.51034247372553,0.7136216891990355
14,1346.3226739542745,54.6052150557599,0.4876419611964131
15,1495.3668672383146,82.19210097131216,0.46423593941997865
16,1465.3348670943951,64.4107629065767,0.7928008786621437
17,1649.012141209582,76.01861529259801,0.6603320366061087
18,2340.4305878138757,96.32417609224089,0.8380074130804296
19,1478.8378679555055,82.75642824712342,0.4511993979111786
20,2758.6333282074597,105.04882262520076,0.6264899906681958
