Cluster,Distance,Turning,Elevation
1,1342.1208251109024,67.11309866863587,0.5479693890248907
2,1022.1406069402499,49.42151574698801,0.45000299838498137
3,948.9183710815812,45.08196937259299,0.457506660284956
4,1280.6813578990252,63.09990790418873,0.640245747135074
5,972.9931970809447,45.219839266815306,0.5656232109803447
6,1130.7681789223307,51.58539876399592,0.5535433405291883
7,1049.5287065101757,53.65521756507719,0.4533223981775656
8,943.2546451749147,34.65566147143716,0.5744211474499608
9,911.6065492736805,45.09651756305521,0.4454087620228151
10,1033.1527464279714,63.88340768386139,0.5662151555269812
11,1178.2798514923504,62.97117447155374,0.7507667951308896
12,980.0441922513367,59.876345682458854,0.5071683343843336
13,1201.9010181746426,57.83291084632918,0.5396865075766346
14,896.5503216827749,52.384932984677,0.3575549311507089
15,1055.4166311562458,54.5547314372694,0.3782819579675092
16,997.3060615022083,45.21271636614395,0.7020083652444509
17,1073.064503454899,59.7391174944948,0.5323863132206181
18,1275.3987893959659,78.6110911064006,0.6298678031099136
19,1005.5189011714823,58.68260839661663,0.44885144105699126
20,1381.848888748558,78.6361499325559,0.4844322329220656
