Cluster,Solution,Distance,Turning,Elevation
1,1,160134.8267639458,106.15625762779872,33.022046671975616
1,2,172805.57428072765,110.90641935070164,32.83193774995574
1,3,207764.05443610667,85.70632941968682,32.6819073221894
1,4,371260.85877933237,39.338534254420615,35.31790009325293
1,5,371260.85877933237,39.338534254420615,35.31790009325293
1,6,307100.43486745795,47.24192530301689,34.49273465862727
1,7,309092.118502719,47.40434484544073,34.28981362797222
1,8,262979.13550917554,50.27854601706971,33.31443765363312
1,9,332958.6356688933,42.35652398937468,35.17711133542919
1,10,251105.64502170339,50.58356948841132,33.76589741368942
1,11,354541.2387450173,46.311904104864446,34.96832307975804
1,12,251382.87354705174,51.39763886186674,33.667701586803844
1,13,355651.3569978002,44.10426699506728,35.1074108233764
1,14,359371.97385527263,40.166849568122934,35.30324245020613
1,15,369162.82128002634,40.09103289714483,35.23663414837847
1,16,238880.8295539312,53.85658128175158,33.53543557279609
1,17,217923.09518019622,54.787466486939465,33.58323712861299
1,18,211978.94787382617,57.39171851239837,33.45790753351172
1,19,351040.1072646515,45.07459232902668,35.148879158282675
1,20,351040.1072646515,45.07459232902668,35.148879158282675
1,21,225603.23090492556,57.72973144414235,33.33234649698308
1,22,204988.08119594317,57.29089940339586,33.6674444376284
1,23,227397.2870023707,55.465032737712995,33.24670315553365
1,24,244649.14370969217,67.929598864554,32.88319486704362
1,25,172932.7891314493,109.91937067893953,32.82480795197732
1,26,352978.8755289119,45.06394656425447,35.148879158282675
1,27,161182.16225950597,108.02050309877629,32.890539825965845
1,28,207732.97299356415,60.93983048778727,33.528758854680156
1,29,185192.48962294543,70.56379964903711,33.200568740254475
1,30,163243.17783021482,107.30967171150489,32.95938524142554
1,31,197586.5601814954,79.93150244497603,32.81340192946803
1,32,172350.56280564988,88.01790483956336,33.2296764638312
1,33,181221.81784960098,84.41115872077823,33.091758153721294
1,34,206180.8036136583,65.18481088264211,33.17589759709438
1,35,170122.6528713338,96.3903475707597,32.93885331069579
1,36,220826.4043544376,64.19220939065411,32.97903187117396
1,37,184226.85311356082,103.06019412918248,32.74490503889652
1,38,203607.133198046,77.70009142381157,32.71322699239832
1,39,169983.65409249417,101.20097285984892,32.89353560516001
1,40,201184.54741856607,62.27022459417719,33.315379510222314
1,41,172418.01687722318,97.9693688180335,32.92705221433321
1,42,191465.3432423012,71.00490271256612,32.891587391601206
1,43,236128.99163408525,57.87801355382269,33.07133285937398
1,44,164501.6433827721,105.35623104078077,32.84990123536504
1,45,173128.73291628994,101.95835276915169,32.862421220784825
1,46,217600.56792818292,65.78330477026671,33.032983214608876
1,47,215184.5531121765,63.5193107564247,33.15050036010271
1,48,173802.31845819973,100.25145626355705,32.747240372501274
1,49,168680.53334878947,90.92842460208617,32.96317404624287
1,50,161652.719158177,103.9990779372961,33.04960394558455
1,51,172724.29855764814,94.48560408066515,32.93687598127477
1,52,195709.54630622204,73.39544992559577,32.844765890085014
