Cluster,Solution,Distance,Turning,Elevation
1,1,321000.14355672785,37.30604475571842,28.525703124798596
1,2,321000.14355672785,37.30604475571842,28.525703124798596
1,3,321581.4325704407,36.31103268245453,28.46573493126901
1,4,232150.80703125434,75.99646797132216,27.36354680297286
1,5,270552.8671991861,62.2088339013335,27.079810888740845
1,6,230615.24412716026,72.69785663475267,27.38819039048951
1,7,325633.7567622925,37.13729929167399,28.249052934857893
1,8,311028.29955691553,42.460244911437776,27.58650246642418
1,9,318545.5362733908,38.09360960709163,28.131237578774538
1,10,294750.37253365124,42.551059983825816,27.32739087697998
1,11,294750.37253365124,42.551059983825816,27.32739087697998
1,12,292000.4789800541,38.14917516035488,28.031202941161048
1,13,314431.02383666195,37.95426048233423,28.41142975201914
1,14,314431.02383666195,37.95426048233423,28.41142975201914
1,15,286926.66368972935,40.377510778039564,27.730008105137017
1,16,291463.36830693134,40.02445355125859,27.884311491165086
1,17,324042.08632800245,37.933224384571965,28.288150263840993
1,18,324042.08632800245,37.933224384571965,28.288150263840993
1,19,233757.28550964384,73.36199269479413,27.371534410068666
1,20,273369.3820411403,45.283129775464324,27.647787505301597
1,21,278243.886605194,43.56058468727078,27.78749087834396
1,22,269985.3244970039,59.35338570468981,27.140059616142537
1,23,280124.41329734813,41.08669557005484,27.861888797197253
1,24,270653.2908624712,44.6781597451796,27.975812147327144
1,25,281789.84018801525,42.873904786053785,27.76581913652163
1,26,287542.9637917944,39.341042607414074,27.934444890503308
1,27,287542.9637917944,39.341042607414074,27.934444890503308
1,28,241164.44120059535,60.13532347669584,27.63067377096449
1,29,289071.5514088891,46.251335551362914,27.23974083697683
1,30,264872.9993755919,49.68713647086133,27.84011667515925
1,31,242958.99569845377,58.16591123996353,27.478636384326695
1,32,277651.1922894037,42.697413068648814,28.020556185154895
1,33,244376.12940864544,69.68513706734213,27.299892204233704
1,34,245571.18990793612,65.54267034916411,27.164718808584304
1,35,238850.9538646789,70.68971249895453,27.235070990798537
1,36,259713.14787021646,51.54304579138529,27.41346260742296
1,37,246330.77367593395,61.38350304602259,27.401834874019997
1,38,285077.40907609824,44.69947942992344,27.240518974187776
1,39,265411.8766861247,48.20052795958969,27.584147384090656
1,40,244216.4830186057,71.8598268587503,27.189551538537323
1,41,288191.8093060198,47.1662821217958,27.21994314956277
1,42,278626.6007941834,60.013444631016036,27.111688735989077
1,43,268423.4031421351,48.64708841990116,27.473478954140322
1,44,234951.57562282268,64.87459567823574,27.57143320262263
1,45,234934.51627221398,67.37697471661805,27.35937444581025
1,46,257501.99674848592,62.872806155737756,27.293512100717283
1,47,264675.5361112775,52.84427305344214,27.273704153653576
1,48,236869.43216080914,63.4107073269152,27.59675404672341
1,49,283116.3627569151,55.140438802357686,27.17498102116785
1,50,239206.72598903175,66.3608491115448,27.3443058767085
1,51,251455.42612255688,55.924293953060065,27.57444114497132
1,52,263908.8681887768,49.85967406391842,27.732727828738167
1,53,255424.02445858784,53.02580060108752,27.38274161425108
1,54,253249.15614978492,51.871031935642215,27.528281859078835
1,55,236082.6940643254,68.81990981352993,27.34923376903978
1,56,232838.01578574983,67.96336476420129,27.53006426933435
1,57,280372.45463113673,43.71396521352645,27.317967684339017
1,58,250354.41423350765,61.82450812898367,27.322658403682393
1,59,266869.766986822,56.95599404793762,27.149483515347207
1,60,277150.2026476405,43.86085860633473,27.48293701747783
1,61,235117.29772438717,66.42848406918957,27.543601791343733
1,62,237417.16777839017,60.88030954604844,27.455711940675133
1,63,232753.88517296794,69.6315251109219,27.535137622246115
1,64,276882.13834639505,50.44677564986205,27.25449765424776
1,65,264416.9165435173,49.586231220716655,27.860447146984306
1,66,272849.91826053045,51.06507134239019,27.2344018616282
1,67,232150.4294836004,71.41984195809982,27.464279117512742
1,68,278410.63099166844,52.15385854746701,27.231719921860087
1,69,279878.04138736025,44.63017971262468,27.372283186220894
1,70,259304.9088742466,54.79574185034722,27.346338716822853
1,71,275443.7938986178,46.653443401066006,27.405473924066484
1,72,269046.4521806427,45.474560580156364,27.453065732844355
1,73,235629.87799984223,72.59983061429772,27.330648726677616
1,74,278829.1047738398,47.77332168848461,27.20994213433642
1,75,243273.01440842784,65.84616647569386,27.403307845527287
1,76,267644.5075385552,47.790033031744066,27.490245017960767
1,77,247985.71501321226,60.63657413465965,27.4114138673073
1,78,250260.8266901237,65.61507766185868,27.10936508061567
1,79,261746.10104290087,57.32228439936924,27.242333574902084
1,80,281711.92628474673,53.927582862191436,27.199932098773125
1,81,249208.05077437585,64.249967435913,27.368467890163355
1,82,232829.43587248874,70.92383225183866,27.44063492535378
1,83,258121.14767331857,57.65589947997423,27.221677439392185
1,84,236318.15566917532,63.692912243992495,27.423639417628667
1,85,262071.07281561117,51.14689317340817,27.493542185719775
1,86,271612.4221895315,53.642133948043686,27.25490449582178
1,87,275167.3628573065,53.572326780965376,27.233641273618563
1,88,275820.2147697888,44.88520414436557,27.264351864322617
1,89,234604.26303174018,68.62874053538542,27.457460394003053
1,90,254827.71930233072,56.26495845233093,27.37393348710095
1,91,282812.94628626877,42.66879605419632,27.604152528855693
1,92,245857.31215239255,64.66383911784501,27.357580717566105
1,93,254258.78711979536,55.35464021393708,27.521574197741227
1,94,263706.30299593287,55.621421780540274,27.2025511643132
1,95,274347.5600963171,56.536793897094974,27.144667385398844
1,96,262993.80749855307,53.70408952281167,27.270242645263696
1,97,264870.9802618968,50.01117263006134,27.54443907897312
