Cluster,Distance,Turning,Elevation
1,1323.3166287692654,78.55444462747518,0.5886446361635098
2,1023.2041769749635,44.379359149836276,0.4899851778596407
3,963.829316133833,45.1600668264027,0.4726467347853145
4,1273.9007471698385,66.19685323121884,0.6902294360155619
5,964.345429634969,52.3704659269112,0.6813194860497944
6,1088.5023095863016,57.631072917499466,0.5663039228333488
7,1048.24451811217,49.43328309358305,0.530291889704479
8,870.6609187519257,42.11428569682699,0.5503828797442516
9,906.6695313721847,43.07039560414409,0.4610768717716489
10,1023.0570110257668,63.098704582876636,0.5379936085365049
11,1167.2049915625896,71.32465293613103,0.76558721076983
12,986.2269148107365,49.42373628128226,0.4990372397513081
13,1161.4563960024393,57.7058246315434,0.6041296365089526
14,927.5364729443089,44.073828479036685,0.3739171801441934
15,1054.0787204061926,56.55100049050761,0.41662423615354527
16,1031.0353221266712,51.53885760212249,0.6687838036174707
17,1071.85659805857,49.48903273729475,0.558507863371565
18,1314.6461478915908,59.939466098291476,0.5919795991457804
19,1018.0939183205107,52.5651507336015,0.46143767435681227
20,1378.48055828862,77.59806890433971,0.5289045395855663
