Base,X,Y,Latitude,Longitude
B0,113.23731037063503,-14.337114282872232,2.6763433972268222,101.62322795517495
B1,243.84925699877343,-25.08737276386456,2.6762467178296108,101.62440385938444
B2,384.93825029688924,-36.699964000223794,2.676142283287615,101.62567408883447
B3,576.1741392729023,-52.43998848043157,2.6760007298466877,101.62739579264992
B4,736.3910344274358,-60.00256868317629,2.6759327179289594,101.62883823131122
B5,850.080188440447,-59.85156838134859,2.675934075907299,101.62986177898988
B6,970.0285450610008,-59.69225469649729,2.6759355086496877,101.63094167850224
B7,1067.8753160657648,1.7005404335055587,2.6764876273207694,101.63182259661792
B8,1067.900227490948,140.482070960684,2.677735719609825,101.63182282089642
B9,1067.880264985718,278.43185742158073,2.678976331844787,101.63182264117323
B10,923.5237226956443,325.0671686657357,2.679395733274793,101.63052299385821
B11,821.6003932711224,326.0065839024956,2.6794041816389864,101.62960537433557
B12,709.8358626394029,327.0367043233803,2.679413445734498,101.62859915411272
B13,616.5398275887541,327.8966028112998,2.679421178987389,101.62775920644195
B14,545.8882919680524,328.547789634153,2.679427035251182,101.6271231280411
B15,446.1911139182771,329.46668669776665,2.679435299091011,101.62622555064202
B16,374.9256432768808,330.1235320868782,2.6794412062435127,101.62558394496136
B17,292.4965106648733,330.8832716240954,2.6794480387453197,101.6248418324171
B18,217.86052742682057,331.57118262798684,2.679454225277607,101.62416988188627
B19,122.294877960166,331.8361012075805,2.6794566077476314,101.62330950079257
B20,-4.949056034147898,275.2939677648047,2.6789481121251333,101.62216391892599
B21,-5.0016316779084775,52.09210094620032,2.6769408095120197,101.62216344558551
