Base,X,Y,Latitude,Longitude
B0,136.42231854344615,-16.245399376051783,2.676326235606677,101.62343669066517
B1,270.97014817414185,-27.31960800648105,2.676226642855779,101.6246480297756
B2,396.43556628678454,-37.6462719140084,2.6761337729360877,101.62577759959761
B3,598.0162767691882,-54.237746112288676,2.6759845622238823,101.62759243822553
B4,762.0416943540137,-59.96849984499539,2.675933024317382,101.6290691651558
B5,877.4616418207092,-59.815200728156036,2.6759344029694616,101.63010829523226
B6,1067.8704948564782,-25.15841279226938,2.6762460789512863,101.6318225532124
B7,1067.896033235698,117.11587819082527,2.677525582389765,101.63182278313538
B8,1067.886539631894,260.69789213600166,2.6788168464633872,101.6318226976641
B9,922.3877265923343,325.0776390070636,2.6793958274368346,101.63051276644306
B10,739.0560823491278,326.7673850245331,2.6794110236878548,101.6288622248367
B11,621.0017399150943,327.8554778946775,2.6794208091421283,101.62779937720445
B12,538.2337655166083,328.6183404964459,2.6794276697303294,101.627054214055
B13,400.9384373769733,329.8837752493975,2.6794390500584715,101.62581813911338
B14,271.7761750259101,331.07424849975206,2.679449756241625,101.62465528646531
B15,136.1738157990498,331.8238279911202,2.679456497371944,101.62343445338573
B16,-4.948554695136974,276.36899916876104,2.6789577801148194,101.62216392343957
B17,-5.001288773317978,41.144690735950675,2.67684235708671,101.6221634486727
