Base,X,Y,Latitude,Longitude
B0,-5.090215559404584,53.11401416049456,2.7013554235756314,101.63345662204094
B1,129.1534862533147,-5.3235158518053645,2.7008298822422656,101.6346652472534
B2,260.5528646919585,-5.276826481204772,2.700830302129863,101.63584826440457
B3,383.04639592852345,-5.177306012177806,2.7008311971389434,101.63695110027855
B4,455.53041714990155,-5.115720687019339,2.7008317509890785,101.63760368966908
B5,523.1799495852174,-5.058242937004299,2.700832267898903,101.63821275310676
B6,756.9512550138469,-4.859621480648132,2.700834054144574,101.64031744695738
B7,877.1341030887678,131.42097675103753,2.702059655009147,101.64139947924885
B8,877.0854652602909,316.00535494889994,2.703719662203431,101.64139904135192
B9,734.9631827934312,365.569154424412,2.7041654001608286,101.64011948356617
B10,636.6276472511925,367.4487559616352,2.704182303823558,101.63923414737586
B11,557.0253685338571,368.97028695873144,2.7041959872805554,101.63851747076662
B12,373.4160731302594,372.4798251128287,2.7042275493154433,101.63686439639017
B13,236.87475401841527,375.0896982566716,2.704251020468513,101.63563508523
B14,153.4228337773327,376.6848119325614,2.704265365670439,101.63488374946178
B15,-4.982931414920212,319.03151075133826,2.7037468770763913,101.63345758794341
