Base,X,Y,Latitude,Longitude
B0,-5.081491486206598,47.97734380541543,2.7013092283893037,101.63345670058567
B1,153.05499186143328,-5.315023069978618,2.7008299586196873,101.6348804377011
B2,243.00356552132487,-5.283062170768106,2.7008302460509594,101.63569026425148
B3,321.7841720546448,-5.229356849226163,2.7008307290345197,101.63639954316753
B4,426.69767037435554,-5.140218142533852,2.700831530678168,101.63734410218582
B5,512.0625033422687,-5.0676887642399695,2.700832182950538,101.63811266032292
B6,745.7614633211767,-4.869128775473068,2.7008339686434177,101.64021670283174
B7,877.125601486466,123.44741745538819,2.7019879470676402,101.64139940270708
B8,877.0876189688244,309.55792743030645,2.7036616790947305,101.64139906074222
B9,738.0259837969663,365.51061154423434,2.7041648736720583,101.64014705862901
B10,637.6290668172775,367.42961466398083,2.7041821316817325,101.63924316337378
B11,558.2887724260045,368.9461380497463,2.7041957701041994,101.63852884546634
B12,372.44149589277373,372.49845334181646,2.7042277168431315,101.63685562205957
B13,153.1946510566097,376.68917345446977,2.704265404894548,101.63488169508317
B14,-4.983610932242159,318.3715785663093,2.703740942163667,101.63345758182557
