Base,X,Y,Latitude,Longitude
B0,77.39361189102456,-5.135768309981914,2.7008211206584907,101.635295903268
B1,147.9009937524693,-5.248123228266578,2.7008201102264353,101.63593069653948
B2,222.3385553229593,-5.366740966250342,2.700819043471489,101.63660087407241
B3,292.49927143476316,-5.478543465753529,2.7008180380074553,101.63723254623686
B4,378.1389859039774,-5.615012057652446,2.700816810715923,101.6380035791852
B5,446.0809238275597,-5.72327888989005,2.700815837048909,101.63861527520774
B6,579.9250290095506,-5.837927807171492,2.7008148059864245,101.63982030275454
B7,769.2411342095444,63.82945458664479,2.70144133980857,101.64152475676475
B8,761.889227583442,323.11884661934056,2.7037731853329756,101.64145856595273
B9,622.9887975786271,378.3348830384418,2.7042697550784247,101.64020801521544
B10,491.930485836784,378.40182591340175,2.7042703571101625,101.63902806877198
B11,318.8599653212244,378.4902280762264,2.704271152129913,101.63746987728885
B12,138.8766956567664,378.58216118108567,2.7042719789041882,101.63584944882385
B13,-66.5178506215326,378.6870740343509,2.704272922408145,101.63400023711675
B14,-130.8106839633866,242.03438912508838,2.703043975287688,101.63342139477524
B15,-70.29755072917047,58.8262072484687,2.7013963445242606,101.63396620765582
