Base,X,Y,Latitude,Longitude
B0,-5.118640015944762,183.24890883494632,2.7025257548002783,101.63345636612938
B1,-5.085130222483087,50.11980505456059,2.7013284960062154,101.63345666782534
B2,146.58902183043094,-5.3173205851925935,2.700829937957637,101.63482222316814
B3,265.8478532815009,-5.2749450439596295,2.7008303190500347,101.6358959363372
B4,354.7116305950205,-5.201380362730504,2.7008309806331074,101.6366959962304
B5,436.11450307112005,-5.132217224623656,2.7008316026321517,101.63742888397644
B6,518.7002958795783,-5.062049030063299,2.700832233669886,101.63817242181122
B7,751.7967312026744,-4.864000970356333,2.7008340147588767,101.64027103965967
B8,877.1341030887678,131.42097675103753,2.702059655009147,101.64139947924885
B9,877.0854652602909,316.00535494889994,2.703719662203431,101.64139904135192
B10,734.9631827934312,365.569154424412,2.7041654001608286,101.64011948356617
B11,636.5336598443497,367.4505524523281,2.704182319979787,101.6392333011868
B12,556.3649590225937,368.98291013432834,2.704196100803501,101.63851152495631
B13,373.94680788785695,372.46968056171863,2.7042274580833032,101.6368691747105
B14,160.88981931751243,376.54208674758775,2.704264082112014,101.63495097635483
B15,-4.978524837465136,323.3110812560258,2.7037853641785805,101.63345762761678
