Base,X,Y,Latitude,Longitude
B0,-5.085007126681767,50.04732714898561,2.701327844196751,101.63345666893359
B1,129.83184060971098,-5.323274816129849,2.7008298844099516,101.63467135462504
B2,209.11879195556793,-5.295102248655289,2.7008301377719377,101.63538519227345
B3,273.9287246390896,-5.270016752471455,2.700830363371225,101.63596869017765
B4,357.8738596563258,-5.198693606371178,2.700831004795688,101.63672446646565
B5,434.6459245748963,-5.133464987684904,2.700831591410749,101.63741566204519
B6,517.3299120456668,-5.063213363009806,2.700832223198788,101.63816008394784
B7,752.1559734547716,-4.863695743762482,2.7008340175038454,101.6402742739957
B8,877.1328404076615,130.23672202883935,2.702049004750561,101.64139946788066
B9,877.0858418589967,314.8779540857417,2.7037095232438833,101.64139904474251
B10,737.2948551217709,365.524586457517,2.704164999351473,101.6401404761187
B11,634.3781044020822,367.49175409220845,2.7041826905150366,101.63921389425286
B12,554.0046772126366,369.02802494754224,2.704196506530764,101.6384902748264
B13,374.38055538959344,372.46138984090715,2.70422738352306,101.63687307983349
B14,159.75567243854687,376.56376501684605,2.704264277069373,101.63494076538409
B15,-4.978540331474689,323.296033816837,2.7037852288537088,101.63345762747728
