Base,X,Y,Latitude,Longitude
B0,42.70413633576631,-8.53175059345072,2.6763956061167833,101.62259294238785
B1,244.00855973530008,-25.100484471013882,2.6762465999131955,101.6244052935929
B2,382.3971425404614,-36.49081341396517,2.6761441642240262,101.6256512111469
B3,590.6065899912875,-53.62787810111501,2.6759900468986744,101.62752572854009
B4,762.6458876394012,-59.96769736414972,2.6759330315342655,101.6290746047304
B5,850.0995166496139,-59.85154270989872,2.6759340761381676,101.62986195300248
B6,1020.4303088528536,-59.62531179757883,2.6759361106816413,101.63139544745476
B7,1067.888318213452,74.13549519401681,2.677139050519168,101.63182271367674
B8,1067.8847901331806,265.6424816126368,2.6788613142248745,101.6318226819133
B9,924.2904500274094,325.0601018308711,2.67939566972122,101.63052989673287
B10,735.7288237247787,326.7980519725812,2.6794112994823442,101.62883226940365
B11,619.8963565297186,327.86566608221557,2.6794209007667003,101.62778942539676
B12,544.4530740465664,328.5610178674841,2.679427154215542,101.62711020672081
B13,457.51079878096016,329.3623545051728,2.679434360809061,101.62632746218553
B14,385.8088983990908,330.0232224154313,2.6794403041369645,101.62568192731169
B15,270.6039426914765,331.08505282612373,2.679449853407266,101.62464473281403
B16,194.78903658976267,331.7431977958024,2.679455772247177,101.62396216839686
B17,45.80608882478248,331.90374063912367,2.6794572160436534,101.6226208693814
B18,-5.0017400795859235,162.3225011540727,2.6779321353173797,101.62216344460957
