Base,X,Y,Latitude,Longitude
B0,-5.098232667465119,57.834428624408794,2.7013978752827943,101.63345654986118
B1,131.99709772204062,-5.322505448017424,2.7008298913290454,101.63469084890524
B2,231.8311377150611,-5.287032004024193,2.7008302103493915,101.63558967645668
B3,310.78152528277144,-5.238705138237062,2.700830644963337,101.63630048394828
B4,406.22403309343963,-5.157613364099593,2.7008313742391823,101.6371597735814
B5,502.89909561404966,-5.0754743621551075,2.7008321129329738,101.63803016017235
B6,746.4062271760254,-4.868580958299266,2.700833973570056,101.6402225077808
B7,877.1340109318337,131.33454377607868,2.7020588776987284,101.64139947841913
B8,877.0854941325086,315.91892192963337,2.703718884892614,101.64139904161185
B9,734.4443429324873,365.57907161451857,2.704165489348262,101.64011481233818
B10,629.9815214430936,367.57579109920374,2.7041834462779972,101.6391743108613
B11,549.3976176758628,369.11608503832883,2.7041972984741864,101.63844879646848
B12,366.605618599954,372.61000125651634,2.704228720017629,101.63680308038843
B13,149.96295801629935,376.75094456470885,2.704265960415489,101.63485259944864
B14,-4.9830008335733185,318.9640928917099,2.703746270773013,101.63345758731842
