Base,X,Y,Latitude,Longitude
B0,128.28518699982666,-15.57565767442324,2.6763322587385034,101.62336343176747
B1,262.06033229333576,-26.5862690875733,2.6762332379311213,101.62456781437211
B2,391.1264571899934,-37.2092958443018,2.6761377027562956,101.6257298014911
B3,596.0310245346482,-54.07434624556718,2.6759860317141877,101.62757456492588
B4,759.3621276462791,-59.97205880701906,2.6759329923108677,101.62904504091715
B5,873.5763346305612,-59.820361137374476,2.6759343565607865,101.63007331566723
B6,1067.870248158711,-26.532765863215758,2.6762337190971777,101.63182255099137
B7,1067.8978713742142,127.35614644976738,2.6776176753347216,101.6318227996842
B8,1067.8828873513553,271.0202935063255,2.6789096780491604,101.63182266478249
B9,918.29361146845,325.1153739805004,2.6793961667956037,101.63047590697245
B10,732.9372636986266,326.8237814501964,2.6794115308730957,101.62880713688499
B11,620.2928833664753,327.8620113413988,2.6794208678988265,101.6277929953426
B12,545.5490542216371,328.55091634821997,2.679427063370397,101.62712007387107
B13,415.1227378083995,329.7530402349185,2.67943787433024,101.6259458408973
B14,343.5805276946346,330.412436298919,2.679443804421512,101.62530174372088
B15,270.4710403918658,331.0862777708539,2.679449864423459,101.6246435362897
B16,136.8895010508365,331.8231951069532,2.67945649168028,101.62344089672665
B17,-4.947557043123896,278.50828460417983,2.6789770191709525,101.62216393242146
B18,-5.001451450358401,46.33824119470768,2.6768890638081,101.62216344720811
