Base,X,Y,Latitude,Longitude
B0,-5.080279213474131,47.26356650600247,2.7013028092358318,101.63345671150003
B1,149.21182307307532,-5.316388640607432,2.700829946338816,101.63484583681755
B2,266.3477966688735,-5.274767402007516,2.7008303206476074,101.63590043743613
B3,352.0344286750676,-5.203655020620298,2.7008309601766176,101.63667189279988
B4,435.32565896198554,-5.132887458147429,2.700831596604597,101.63742178184154
B5,519.5264763628671,-5.061347074061886,2.700832239982728,101.6381798600936
B6,749.6669162929312,-4.865810546336442,2.700833998484969,101.64025186447331
B7,877.1292788562184,126.89638210129543,2.7020189643518817,101.64139943581523
B8,877.0873605239327,310.33161833633585,2.703668637064211,101.64139905841539
B9,742.1577935410519,365.4316354558481,2.704164163423032,101.64018425820979
B10,643.4263814214805,367.31880384282914,2.7041811351360763,101.63929535785664
B11,560.6864890374983,368.9003077016027,2.7041953579419764,101.63855043262991
B12,375.42911400606664,372.4413475197206,2.704227203278135,101.63688252023452
B13,159.2692033448145,376.5730634668046,2.7042643606923424,101.63493638559714
B14,-4.978267244879001,323.56124947503105,2.703787613995425,101.63345762993595
B15,-5.118662435500717,183.4616953548615,2.7025276684354265,101.63345636592754
