Base,X,Y,Latitude,Longitude
B0,128.01320668258558,-15.5532718300379,2.6763324600592386,101.62336098311857
B1,256.3313368102614,-26.114733490183934,2.676237478552628,101.62451623601287
B2,387.8020586606805,-36.93567505840467,2.6761401634871413,101.6256998718076
B3,578.5369386273334,-52.63446306299924,2.6759989808947484,101.62741706502031
B4,739.6727307333365,-59.99820998126669,2.6759327571277076,101.62886777654502
B5,850.9596396531595,-59.85040030687645,2.675934086412045,101.62986969672184
B6,1027.4585129253303,-59.61597703785206,2.6759361946311526,101.63145872263722
B7,1067.8878719695113,71.649470544049,2.6771166931623624,101.63182270965919
B8,1067.884198421933,267.3148287741796,2.6788763540042244,101.63182267658611
B9,922.7784233492267,325.07403800140133,2.6793957950522125,101.63051628390049
B10,842.4108720017235,325.8147761886565,2.6794024566707737,101.62979273184897
B11,723.8714561527911,326.9073399229247,2.6794122823324944,101.62872551708274
B12,612.3636369789629,327.93509426475407,2.6794215251493463,101.62772160804269
B13,535.6523115689215,328.64213345125955,2.6794278837055128,101.62703097312917
B14,443.07112383739775,329.49544327623664,2.6794355577051343,101.62619746125537
B15,368.1648079590881,330.1858459040054,2.679441766645134,101.62552307690974
B16,247.87952498213258,331.294501088491,2.679451737020743,101.62444014403688
B17,124.2924918735767,331.8343347072728,2.6794565918611126,101.62332748538488
B18,-4.94841356254309,276.6716326507773,2.67896050176311,101.6221639247102
B19,-5.0014150392755194,45.175798137518484,2.6768786097065305,101.62216344753593
