Base,X,Y,Latitude,Longitude
B0,104.13888000565257,-5.178387427784721,2.7008207373755564,101.63553669672528
B1,192.74079576290518,-5.319576346476005,2.700819467633105,101.63633439901514
B2,275.73518607896074,-5.451829561612688,2.700818278251367,101.63708161553562
B3,369.8189791351848,-5.601753961039632,2.7008169299488505,101.63792867235733
B4,445.62194090899686,-5.722547491461294,2.7008158436265326,101.63861114288484
B5,580.284358780878,-5.838228704490076,2.70081480328039,101.63982353787851
B6,769.2421326800779,63.700536082013855,2.701440180416604,101.6415247657542
B7,761.9866217158741,319.83045170764666,2.7037436120870466,101.64145944281326
B8,625.6109413537358,378.33354368162776,2.7042697430332994,101.64023162294531
B9,490.57270576764176,378.40251944973824,2.704270363347285,101.63901584438314
B10,318.7952434288903,378.4902611353242,2.7042711524272205,101.6374692945836
B11,140.89470173412224,378.58113040992197,2.7042719696342403,101.63586761737082
B12,-67.74390487068138,378.687700286858,2.704272928040169,101.63398919868406
B13,-130.81136885508508,238.23248950553202,2.703009783982974,101.63342138860902
B14,-60.41645453364695,49.595786379291,2.7013133333550665,101.63405516931081
