Base,X,Y,Latitude,Longitude
B0,49.56069871576943,-9.096092675312025,2.67639053086651,101.62265467227378
B1,230.71337357277616,-24.00619951860469,2.676256441054203,101.62428559653779
B2,330.91584801243374,-32.2535499981762,2.676182270849424,101.62518772313904
B3,407.88329406646557,-38.588498378192305,2.676125299289919,101.62588066391625
B4,595.6174096931675,-54.04030290900968,2.675986337873269,101.62757084113609
B5,758.8638378501007,-59.9727206283711,2.675932986358965,101.6290405547956
B6,874.0094487704832,-59.81978588139319,2.6759343617341877,101.63007721500993
B7,1067.8704615776144,-25.343809317050855,2.6762444116402824,101.6318225529128
B8,1067.898367334606,130.11914141076284,2.6776425235453765,101.63182280414935
B9,1067.8827986020879,271.2711246109326,2.6789119338274783,101.63182266398347
B10,921.888176128317,325.0822433044318,2.6793958688442756,101.63050826897167
B11,734.4417948818545,326.80991436475404,2.6794114061634002,101.62882068223514
B12,619.9004291050587,327.86562854577176,2.6794209004291267,101.6277894620623
B13,546.0132689702414,328.54663773594905,2.6794270248919125,101.6271242532137
B14,408.1719852947964,329.81710449631083,2.6794384504739845,101.6258832630141
B15,284.4695307313186,330.95725534595107,2.6794487040969153,101.62476956521846
B16,211.9713149438752,331.62546280084064,2.6794547134309292,101.62411686108743
B17,128.70941348460607,331.83042880066455,2.6794565567344506,101.6233672510943
B18,-4.946159213763142,280.35046543947425,2.678993586301224,101.62216394500618
B19,-5.003463319574714,110.56822880819315,2.6774666979641872,101.62216342909518
