Base,X,Y,Latitude,Longitude
B0,-5.112342073995476,123.47443547980454,2.7019881900465714,101.63345642283113
B1,66.34636731684984,-5.254829179474198,2.7008304999563504,101.63409978111649
B2,234.68888603358013,-5.286016577072316,2.7008302194813454,101.63561540538565
B3,317.254998121739,-5.2332050166519934,2.7008306944271188,101.63635876603063
B4,412.9967547872708,-5.15185898871183,2.7008314259895236,101.6372207498662
B5,507.5160617230674,-5.071551602983109,2.7008321482111945,101.63807172772128
B6,745.3908133417724,-4.869443694528564,2.7008339658112823,101.64021336578945
B7,877.125601486466,123.44741745538819,2.7019879470676402,101.64139940270708
B8,877.0872601022247,310.63224475512345,2.7036713406625488,101.64139905751126
B9,734.0532577119891,365.5865468814969,2.704165556574953,101.64011129131298
B10,635.1782077407752,367.47646078590725,2.7041825529790287,101.63922109775704
B11,555.7670930881601,368.9943378417509,2.704196203575343,101.63850614223942
B12,368.89844614897703,372.56617577509735,2.704228325885606,101.63682372321298
B13,150.81219435572928,376.7347121221818,2.704265814433626,101.63486024530789
B14,-4.983312523797517,318.6613862438231,2.703743548466726,101.6334575845122
