Map,Cluster,Algorithm,Run,Distance,Elevation,Turning
Map1,1,NSGAII,1,1195.4450744250473,0.33973534684243667,66.1776136991868
Map1,2,NSGAII,1,1212.4180979486048,0.2866651625367407,70.42093849567759
Map1,3,NSGAII,1,1285.6704050338492,0.32926162910412415,78.48146416013111
Map1,4,NSGAII,1,1340.3370682438654,0.3934865576792461,72.48059990726823
Map1,5,NSGAII,1,1164.6335855529906,0.27889582519915557,59.716500407953205
Map1,6,NSGAII,1,1323.787629257314,0.36755604284283905,75.53631870569247
Map1,7,NSGAII,1,1121.5091052709713,0.20383619933797625,54.402243297598844
Map1,8,NSGAII,1,1012.912265870985,0.4071399960108355,63.749085949043334
Map1,9,NSGAII,1,1190.7411674866464,0.8635595225284174,57.04228558890841
Map1,10,NSGAII,1,992.4523717799274,0.7100914742455942,57.420811373486046
Map1,11,NSGAII,1,1300.5923786850049,0.26932573254489256,81.97937608480738
Map1,12,NSGAII,1,1291.6525511542372,0.3372685531115298,66.94255986755516
Map1,13,NSGAII,1,1410.3572759280858,0.3840156547006579,89.19333076421499
Map1,14,NSGAII,1,1217.1250628670389,0.29648260177620855,67.25427216529009
Map1,15,NSGAII,1,1395.1276858505826,0.42075358176053435,80.71877884505982
Map1,1,NSGAII,2,1195.8223326895102,0.322172696930922,57.702308064950486
Map1,2,NSGAII,2,1210.6673794614471,0.28049332027316787,71.34430252393064
Map1,3,NSGAII,2,1285.2164616459154,0.31999664263305405,74.44055628640653
Map1,4,NSGAII,2,1329.2991719044403,0.3874713644700698,75.7696292159048
Map1,5,NSGAII,2,1200.940374376139,0.3153192856811078,46.46233757417137
Map1,6,NSGAII,2,1371.0823431884062,0.3217563676962598,74.34759841275226
Map1,7,NSGAII,2,1129.6203119808736,0.2561391996675457,63.97147835837707
Map1,8,NSGAII,2,1009.8020128957564,0.3487730157392672,60.42893224942718
Map1,9,NSGAII,2,1209.4869831905976,0.7851557725962994,63.24179066814457
Map1,10,NSGAII,2,1025.216649117544,0.5992244768936708,49.142675402371104
Map1,11,NSGAII,2,1319.0463417817045,0.23788924272783518,67.36836853972166
Map1,12,NSGAII,2,1286.4082976153468,0.3484404681265101,71.35424059705039
Map1,13,NSGAII,2,1440.553975163478,0.36022039281021634,73.70963881297129
Map1,14,NSGAII,2,1216.0393712641217,0.27508243494973783,57.8335032548246
Map1,15,NSGAII,2,1379.7838635241142,0.3686782507760409,79.47138183410232
Map1,1,NSGAII,3,1238.0603317761654,0.30339167262358124,58.82771582807721
Map1,2,NSGAII,3,1198.0342305548568,0.27303792140786776,69.05608446297099
Map1,3,NSGAII,3,1303.1643801478046,0.33865872160634325,60.88457232816666
Map1,4,NSGAII,3,1339.7969682792573,0.495204280376047,63.03124583855239
Map1,5,NSGAII,3,1167.900558740954,0.34396281033008513,66.92791539343004
Map1,6,NSGAII,3,1311.3843154570834,0.3201371268924653,67.60259709956702
Map1,7,NSGAII,3,1089.2540403032428,0.22932852636930257,66.53298048541113
Map1,8,NSGAII,3,1012.2023046802241,0.45217692678073185,53.61488875852079
Map1,9,NSGAII,3,1191.635800258321,0.777636778547949,67.07545024938564
Map1,10,NSGAII,3,994.8768797542751,0.8497136099804727,46.16405603365386
Map1,11,NSGAII,3,1291.0311132448264,0.23175831218866705,65.46788924535775
Map1,12,NSGAII,3,1273.7927379407415,0.27086156665702354,70.34684292854199
Map1,13,NSGAII,3,1411.8329530938581,0.3387821259671995,78.01311714130625
Map1,14,NSGAII,3,1202.8384754715114,0.28733157647943486,73.34384494139567
Map1,15,NSGAII,3,1391.3442078281623,0.4200911582228546,85.93849398878655
Map1,1,NSGAII,4,1181.912185092972,0.31613288519189986,62.96062241272024
Map1,2,NSGAII,4,1211.6446817276221,0.25350840957400145,65.03202114703132
Map1,3,NSGAII,4,1287.4849280091469,0.3322714784612586,70.39992124607372
Map1,4,NSGAII,4,1325.9965369109889,0.4098835827995906,71.53550909047901
Map1,5,NSGAII,4,1248.9530570421869,0.2835785378293121,61.625717436873806
Map1,6,NSGAII,4,1321.7753364681666,0.3189598377950773,75.52737108791382
Map1,7,NSGAII,4,1107.3534323462145,0.2312992534495688,63.77582461218665
Map1,8,NSGAII,4,1013.0231113909301,0.4509763674211822,60.745985826232165
Map1,9,NSGAII,4,1193.5854103697159,0.9020883203618713,56.56170477681085
Map1,10,NSGAII,4,982.0649525963878,0.6209014716870129,61.01094576811995
Map1,11,NSGAII,4,1303.8956906392373,0.2626785720271805,74.35908095829451
Map1,12,NSGAII,4,1298.3980121121283,0.33527558785486455,67.55773916569348
Map1,13,NSGAII,4,1423.3711590629002,0.3632354506016462,81.85339655433984
Map1,14,NSGAII,4,1244.2675011559986,0.25627251014482866,65.61044433973186
Map1,15,NSGAII,4,1406.0432188120399,0.41835483135164786,81.23237604814445
Map1,1,NSGAII,5,1208.500310616473,0.3484058285270759,59.813442038497186
Map1,2,NSGAII,5,1198.4841102409553,0.25513504135152765,75.62260177382045
Map1,3,NSGAII,5,1271.8667539490746,0.31950318513016995,74.34212165800692
Map1,4,NSGAII,5,1327.2996166672235,0.47531742082629336,74.69597650501039
Map1,5,NSGAII,5,1138.567690194233,0.3391797954907023,66.01792006360314
Map1,6,NSGAII,5,1343.8773339788575,0.3237045790362316,81.60763834537894
Map1,7,NSGAII,5,1128.2290756273353,0.25677698375112534,54.68887937725081
Map1,8,NSGAII,5,1000.206559838647,0.3898216310281999,54.56841390883621
Map1,9,NSGAII,5,1213.356399433377,0.8580969538214323,53.181608705094376
Map1,10,NSGAII,5,996.5637856282322,0.6257292565733827,57.57438663355017
Map1,11,NSGAII,5,1325.3667862827433,0.2338870025545603,72.2764324361284
Map1,12,NSGAII,5,1272.8711683722831,0.2513895317104886,64.24910580267675
Map1,13,NSGAII,5,1444.2582482556973,0.3513488482867295,87.9803900484291
Map1,14,NSGAII,5,1229.5121338956856,0.2671376802955052,60.92493474891251
Map1,15,NSGAII,5,1445.0500231738695,0.37839078517500546,79.06967987601564
Map1,1,NSGAII,6,1207.9774170595647,0.3634724083986125,66.06484211380874
