Map,Cluster,Algorithm,Run,Distance,Elevation,Turning
Map1,8,NSGAII,7,1515.6301769925071,0.5777673281527083,72.994291715412
Map1,9,NSGAII,7,2116.578393253017,1.0862651088287638,70.34536711473329
Map1,10,NSGAII,7,1421.3941845408146,0.7140578868316183,81.07147728514312
Map1,11,NSGAII,7,2468.8030280855583,0.3575630352539285,80.0029243091541
Map1,12,NSGAII,7,2570.043186338143,0.5536057509460068,90.09901805893873
Map1,13,NSGAII,7,2614.46971222148,0.534049503614245,80.13193222171066
Map1,14,NSGAII,7,2271.332917183743,0.41309919333182066,91.7050068826016
Map1,15,NSGAII,7,2594.484873425318,0.5732750049083162,89.59886874830505
Map1,1,NSGAII,8,2235.1340415863338,0.5547151590176664,72.83720200781661
Map1,2,NSGAII,8,2289.603918339206,0.4716036315093515,74.42800915575268
Map1,3,NSGAII,8,2079.5189616714188,0.4379141342603141,92.00247025731004
Map1,4,NSGAII,8,2328.3044769151893,0.5241215436023765,91.46815575040361
Map1,5,NSGAII,8,1974.5634264396656,0.3774718912953485,76.57303394693668
Map1,6,NSGAII,8,2312.130492077991,0.4062036159905844,94.52172480106239
Map1,7,NSGAII,8,1740.7178560631078,0.36639909507537105,85.66170730341244
Map1,8,NSGAII,8,1493.493748571297,0.5191242082104548,81.3894843949077
Map1,9,NSGAII,8,2075.0257841200087,0.9419028540946623,68.72637690845079
Map1,10,NSGAII,8,1343.5805549242161,0.705640707229378,80.47902621735079
Map1,11,NSGAII,8,2340.2265004021015,0.3626974092440953,106.5581253412613
Map1,12,NSGAII,8,2224.6532755880075,0.38171112137562524,83.88621161790384
Map1,13,NSGAII,8,2765.923714478384,0.582126769714133,94.27588403375923
Map1,14,NSGAII,8,2235.6863906501085,0.2722706004248323,66.12395372741082
Map1,15,NSGAII,8,2468.006446653644,0.5633954146514686,103.81024414280458
Map1,1,NSGAII,9,1849.0938447369035,0.3965717433166329,85.89108300917916
Map1,2,NSGAII,9,2190.648749725756,0.39707851808510064,69.44556369166818
Map1,3,NSGAII,9,2295.6853893269167,0.55422393568346,104.82671227363706
Map1,4,NSGAII,9,2396.603337772327,0.5460695509461821,97.51072357779633
Map1,5,NSGAII,9,1932.3768688417385,0.4067006591979254,78.3695915946355
Map1,6,NSGAII,9,2552.5883340138553,0.4331237722564616,84.77934064979404
Map1,7,NSGAII,9,1805.447859739675,0.36282656306242167,83.817869328905
Map1,8,NSGAII,9,1501.6824954162585,0.3939792520630032,81.42465438568844
Map1,9,NSGAII,9,2105.1393635505256,0.9733397403484663,85.42659207926944
Map1,10,NSGAII,9,1328.2075558467436,0.6778358373031992,80.5774521947708
Map1,11,NSGAII,9,2273.679828775326,0.3037273325692169,101.70296546459579
Map1,12,NSGAII,9,2170.9358434445467,0.353067179569889,81.67799650292594
Map1,13,NSGAII,9,2623.8333708792447,0.5295559628989679,97.44140260261169
Map1,14,NSGAII,9,2091.081410235562,0.32217033130504547,102.0127735245515
Map1,15,NSGAII,9,2458.0239609230202,0.5845742091985411,92.58325842783951
Map1,1,NSGAII,10,1785.5142437320005,0.3463298810625606,87.84450040277471
Map1,2,NSGAII,10,2259.7764242505937,0.4197503744360471,78.10915492330491
Map1,3,NSGAII,10,2302.307101379834,0.426436380289271,94.47448149311874
Map1,4,NSGAII,10,2687.6677655836224,0.6877558759299838,79.71950074536853
Map1,5,NSGAII,10,2105.4709926227006,0.5646979717080942,89.50267897124115
Map1,6,NSGAII,10,2145.855288284641,0.34371615159706437,80.10245234176789
Map1,7,NSGAII,10,1709.205010790223,0.2669602754306002,74.88658415855647
Map1,8,NSGAII,10,1423.421618777317,0.5102099434108087,85.24188856110054
Map1,9,NSGAII,10,1986.646020866003,1.060551118313052,95.0772822051632
Map1,10,NSGAII,10,1410.559474949661,0.7671917231916368,84.89276877838117
Map1,11,NSGAII,10,2430.53539852368,0.4783018061215252,78.09336473060509
Map1,12,NSGAII,10,2480.8820495168316,0.46775014622928346,78.69953408331595
Map1,13,NSGAII,10,2767.8314825322177,0.5424766698209673,112.92145260886875
Map1,14,NSGAII,10,2250.8206636010286,0.3301542065921268,73.520733679857
Map1,15,NSGAII,10,2610.509241368126,0.5165644650692816,82.21568356944363
Map1,1,GA,2,2080.6281672142363,0.5735682758839307,63.08600275849896
Map1,2,GA,2,1816.8301777747968,0.47476153702065993,75.8068401984421
Map1,3,GA,2,2286.1381543506586,0.5775745212716537,67.3444998417308
Map1,4,GA,2,2347.74064989438,0.7427297418833305,71.17630681947313
